Company/Brand,Sector,Amount,HeadQuarter,Funding Year,Founded,Investor
GetVantage,Fintech,0.0,Mumbai,2020,2020.0,"Samyakth Capital, Venture Catalysts"
Konfinity,Edtech,0.0,Noida,2020,2018.0,Angel investors
Pine Labs,Fintech,0.0,Noida,2020,2020.0,Mastercard
Instoried,SaaS,0.0,Delhi,2020,2020.0,"SOSV, Chinaccelerator"
Nupay,Neo-banking,0.0,Haryana,2020,2020.0,Venture Catalysts
LogiNext,Transport Automation,39000000.0,unknown,2020,2020.0,"Tiger Global, Steadview Capital"
Samosa Singh,Food,2700000.0,Bangalore,2020,2016.0,She Capital
Crysta,Healthtech,1403400.0,Delhi,2020,2018.0,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli"
Eupheus Learning,Edtech,4300000.0,Delhi,2020,2017.0,Yuj Ventures
Bounce,Automotive and Rentals,105000000.0,Bangalore,2020,2014.0,"Accel Partners, B Capital"
Park+,Techonology,11000000.0,unknown,2020,2020.0,"Sequoia Capital, Matrix Partners India"
Goodmylk,Dairy,400000.0,Bangalore,2020,2017.0,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest"
SmartKarrot,SaaS,1000000.0,unknown,2020,2019.0,Angel investors
Skylo,IoT,103000000.0,unknown,2020,2017.0,SoftBank Group
Tea Trunk,Beverage,220000.0,Goa,2020,2013.0,Angel investors
Zoomcar,Transport & Rentals,30000000.0,Bangalore,2020,2013.0,Sony Innovation Fund
Mera Cashier,Fintech,250000.0,Noida,2020,2019.0,"Amit Singal, Manish Aggarwal"
Samya AI,SaaS,6000000.0,unknown,2020,2019.0,Sequoia India
Kristal AI,AI,6000000.0,unknown,2020,2016.0,Chiratae Ventures
Invento Robotics,AI Robotics,281300.0,unknown,2020,2020.0,"Windrose Capital, ITI Growth Opportunities Venture Fund"
Zimyo,HR tech,0.0,Gurugram,2020,2018.0,Yatra Angel Network (YAN)
Sabse Sasta Dukaan,Pharmaceutical,0.0,Kolkata,2020,2016.0,Angel investors
Fitphilia,Healthtech,0.0,Mumbai,2020,2020.0,Angel investors
Medicus,Healthtech,12700.0,Mumbai,2020,2020.0,Angel investors
Monech,Fintech,12700.0,Mumbai,2020,2020.0,Angel investors
Teach Us,Edtech,12700.0,unknown,2020,2020.0,Angel investors
Dealberg,B2B marketplace,0.0,Bangalore,2020,2020.0,Undisclosed
Phenom People,HR tech,30000000.0,unknown,2020,2010.0,WestBridge Capital
Extra Edge,Edtech,700000.0,Pune,2020,2020.0,"Sprout Venture Partners, Indian Angel Network"
Capital Quotient,Fintech,600000.0,Bangalore,2020,2016.0,Undisclosed
Karfa,Ecommerce,25000.0,Delhi,2020,2020.0,Undisclosed
Gamerji,Gaming,400000.0,unknown,2020,2019.0,La Gajjar Group
Bounce,Automotive and Rentals,97500000.0,Bangalore,2020,2014.0,"Accel Partners, B Capital"
Zinier,Automation,90000000.0,Bangalore,2020,2015.0,ICONIQ Capital
ProEves,Preschool Daycare,507000.0,Delhi,2020,2016.0,1Crowd
Toddle,unknown,0.0,Bengaluru,2020,2020.0,Matrix Partners India
Aesthetic Nutrition,Food diet,0.0,unknown,2020,2018.0,DSG Consumer Partners
Capital Float,Fintech,15000000.0,Bangalore,2020,2013.0,"Sequoia Capital, Ribbit Capital, Amazon, Saif Partners"
Ninjacart,B2B Agritech,10000000.0,Bangalore,2020,2015.0,"Flipkart India, Singapore-based GEC3"
TechnifyBiz,B2B Agritech,2000000.0,unknown,2020,2017.0,"Omnivore, Insitor Impact Asia Fund"
Wysh,E-connect,2000000.0,Hyderabad,2020,2019.0,Kalaari Capital
Keito,AI,160000.0,Pune,2020,2016.0,Suma Soft Pvt Ltd
Klub,Fintech,2000000.0,unknown,2020,2019.0,Sequoia Surge
Aadhar,Ecommerce,0.0,Mumbai,2020,2017.0,"Sprout Venture Partners, JITO Angel Network, LetsVenture"
IncubateHub,Tech hub,0.0,Bengaluru,2020,2020.0,Venture Catalysts
Rage Coffee,FMCG,0.0,Delhi,2020,2020.0,Refex Capital
Skilancer,Technology,0.0,Noida,2020,2020.0,Venture Catalysts
Harappa Education,Edtech,0.0,Delhi,2020,2020.0,James Murdoch-led Lupa Systems
Rheo,Entertainment,2000000.0,unknown,2020,2020.0,"Lightspeed Venture Partners, Sequoia Surge"
Axio Biosolutions,Medtech,5200000.0,Bangalore,2020,2020.0,Omidyar Network India
Techbooze,Consultancy,15000000.0,unknown,2020,2020.0,Space Capital
PayMart,Fintech,0.0,Chandigarh,2020,2015.0,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network"
Testbook,Edtech,8400000.0,unknown,2020,2020.0,Iron Pillar
FabAlley,Ecommerce,1100000.0,Noida,2020,2012.0,Trifecta Capital
HaikuJAM,unknown,3400000.0,unknown,2020,2020.0,"Lightbox. Social Capital, Dunce Capital"
Mamaearth,Ecommerce,18300000.0,unknown,2020,2020.0,Sequoia India
Rentomojo,Rental,2000000.0,unknown,2020,2014.0,GMO Payment Gateway
Zomato,Foodtech,150000000.0,unknown,2020,2020.0,Ant Financial
Byju,Edtech,200000000.0,unknown,2020,2011.0,Tiger Global
Generico,Pharmacy,1400000.0,Mumbai,2020,2020.0,Alteria Capital
HighRadius,SaaS,125000000.0,Hyderabad,2020,2016.0,ICONIQ Capital
Chai Kings,Beverage,1000000.0,Chennai,2020,2020.0,The Chennai Angels (TCA)
Rivigo,Logistics,3400000.0,Gurugram,2020,2014.0,Trifecta Capital
BuildPan,SaaS,0.0,Indore,2020,2019.0,"HNIs in India, Japan, and the US"
Shiksha,Edtech,181000.0,unknown,2020,2008.0,Mumbai Angels Network
Super Surfaces,Deisgning,500000.0,Hyderabad,2020,2020.0,Vishnu Reddy
Quicko,Taxation,280000.0,Ahmedabad,2020,2020.0,"Zerodha fintech fund, Rainmatter"
Satin Creditcare,Fintech,15000000.0,Gurgaon,2020,2020.0,Austrian Bank
XpressBees,Logistics,10000000.0,unknown,2020,2015.0,Alibaba
FarmERP,Agritech,0.0,Pune,2020,2001.0,TechnoGen
Wealth Bucket,Fintech,3000000.0,unknown,2020,2018.0,"NorthStar, Vinod Khatumal"
GoMechanic,Automobile Technology,14700000.0,Delhi,2020,2016.0,"Chiratae Ventures, Sequoia Capital, Orios Venture Partners"
Fashor,Fashion,1000000.0,Chennai,2020,2017.0,Sprout venture partners
Leverage Edu,Edtech,1500000.0,Delhi,2020,2020.0,"DSG Consumer Partners, Blume Ventures"
EpiFi,Fintech,13200000.0,unknown,2020,2020.0,"Sequoia India, Ribbit Capital"
Purplle,Cosmetics,8000000.0,Mumbai,2020,2012.0,Verlinvest
Shuttl,Transport,8043000.0,Delhi,2020,2015.0,SIG Global India Fund LLP.
Pando,Logitech,9000000.0,Chennai,2020,2017.0,Chiratae Ventures
Unbox Robotics,AI startup,1200000.0,Bangalore,2021,2019.0,"BEENEXT, Entrepreneur First"
upGrad,EdTech,120000000.0,Mumbai,2021,2015.0,"Unilazer Ventures, IIFL Asset Management"
Lead School,EdTech,30000000.0,Mumbai,2021,2012.0,"GSV Ventures, Westbridge Capital"
Bizongo,B2B E-commerce,51000000.0,Mumbai,2021,2015.0,"CDC Group, IDG Capital"
FypMoney,FinTech,2000000.0,Gurugram,2021,2021.0,"Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal"
Urban Company,Home services,188000000.0,New Delhi,2021,2014.0,Vy Capital
Comofi Medtech,HealthTech,200000.0,Bangalore,2021,2018.0,"CIIE.CO, KIIT-TBI"
Qube Health,HealthTech,0.0,Mumbai,2021,2016.0,Inflection Point Ventures
Vitra.ai,Tech Startup,0.0,Bangalore,2021,2020.0,Inflexor Ventures
Taikee,E-commerce,1000000.0,Mumbai,2021,2010.0,Undisclosed
Fitterfly,HealthTech,3000000.0,Mumbai,2021,2016.0,"9Unicorns Accelerator Fund, Metaform Ventures"
FreeStand,B2B service,100000.0,New Delhi,2021,2017.0,"SucSEED Indovation, IIM Calcutta Innovation Park"
MyDentalPlan,Helathcare,700000.0,Bangalore,2021,2014.0,Safe Planet Medicare
Freyr Energy,Renewable Energy,2000000.0,Hyderabad,2021,2014.0,"Impact Partners, C4D Partners"
DealShare,E-commerce,9000000.0,Jaipur,2021,2018.0,"Tiger Global Management, InnoVen Capital"
Tessolve,Electronics,40000000.0,Bangalore,2021,1993.0,Novo Tellus Capital
Smart Joules,Renewable Energy,49000000.0,New Delhi,2021,2014.0,"Raintree Family Office, ADB arm"
ORAI,IT startup,400000.0,Bangalore,2021,2020.0,Inflection Point Ventures
ixamBee,EdTech,300000.0,New Delhi,2021,2016.0,"Mumbai Angels, Narendra Shyamsukha"
CoinSwitch Kuber,FinTech,25000000.0,Bangalore,2021,2017.0,"Paradigm, Kunal Shah"
Razorpay,FinTech,160000000.0,Bangalore,2021,2014.0,"Matrix Partners India, GIC"
Uable,EdTech,0.0,Bangalore,2021,2020.0,"Chiratae Ventures, JAFCO Asia"
ZFW Hospitality,Food & Beverages,150000.0,New Delhi,2021,2015.0,"Mumbai Angels Network, Expert DOJO"
Optimized Electrotech,Aeorspace,1800000.0,Ahmadabad,2021,2017.0,GVFL
Northern Arc,FinTech,5000000.0,Chennai,2021,2008.0,"Kotak Mahindra Bank, FMO"
Chara,Deep Tech,850000.0,Bangalore,2021,2019.0,Kalaari Capital
Sirona Hygiene,HealthTech,3000000.0,New Delhi,2021,2015.0,"NB Ventures, IAN Fund"
Pristyn Care,HealthTech,53000000.0,Gurugram,2021,2018.0,"Sequoia Capital India, Hummingbird Ventures"
TrulyMadly,Dating,2000000.0,New Delhi,2021,2013.0,"Gaurav Munjal, Snehil Khanor"
Vidyakul,EdTech,500000.0,Gurugram,2021,2018.0,"JITO Angel Network, SOSV"
Jambox Games,Gaming,1100000.0,Bangalore,2021,2021.0,Undisclosed
Miko,Robotics,6000000.0,Mumbai,2021,2015.0,"Chiratae Ventures, YourNest Venture Capital"
SuperK,Retail,800000.0,"Small Towns, Andhra Pradesh",2021,2019.0,STRIVE VC
TagZ Foods,Food,500000.0,Bangalore,2021,2019.0,Venture Catalysts
Fuel Buddy,Oil and Energy,1000000.0,New Delhi,2021,2017.0,Jaipuria Family Office
M1xchange,FinTech,10000000.0,Gurugram,2021,2017.0,Amazon
Spintly,Tech Startup,500000.0,Goa,2021,2017.0,Riso Capital
EF Polymer,AgriTech,200000.0,Rajsamand,2021,2018.0,MTG Ventures
boAt,Electronics,6000000.0,New Delhi,2021,2016.0,"Qualcomm Ventures, Warburg Pincus"
TruNativ,Food & Beverages,0.0,Mumbai,2021,2019.0,9Unicorns
iBus,Telecommuncation,21000000.0,Bangalore,2021,2010.0,Morgan Stanley
Puresh Daily,Milk startup,100000.0,Ranchi,2021,2019.0,"Alfa Ventures, Agility Venture Partners"
LearnVern,EdTech,1000000.0,Ahmadabad,2021,2016.0,Undisclosed
LimeChat,AI Chatbot,7500000.0,"Faridabad, Haryana",2021,2020.0,"Stellaris Venture Partners, Ramakant Sharma"
Dybo,IT,100000.0,Bangalore,2021,2019.0,Spanache
moEVing,Logistics,1000000.0,Gurugram,2021,2021.0,Undisclosed
WeWork India,Hospitality,26000000.0,Bangalore,2021,2017.0,Undisclosed
Solethreads,Fashion,1000000.0,Gurugram,2021,2018.0,"DSG Consumer Partners, Saama Capital"
Beldara,E-commerce,7400000.0,Mumbai,2021,2018.0,Hindustan Media Ventures
CredFlow,FinTech,2000000.0,New Delhi,2021,2020.0,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures"
Do Your Thng,Marketing,1500000.0,Gurugram,2021,2018.0,"Angelbay Holdings, Faad Network"
Oye Rickshaw,Transportation,3000000.0,Gurugram,2021,2017.0,"Alteria Capital, Chiratae Ventures"
Legitquest,LegalTech,600000.0,New Delhi,2021,2017.0,"WaterBridge Ventures, Info Edge"
Swiggy,Food delivery,800000000.0,Bangalore,2021,2014.0,"Carmignac, Falcon Edge Capital"
AntWak,EdTech,0.0,Bangalore,2021,2019.0,"Vaibhav Domkundwar, Kunal Shah"
PlayShifu,EdTech,17000000.0,Bangalore,2021,2016.0,"Chiratae Ventures, Bharat Innovation Fund"
Pitstop,Automotive,3500000.0,Bangalore,2021,2015.0,"Acko Technology, Services, LetsVenture"
Lendingkart,FinTech,15000000.0,Gujarat,2021,1999.0,"Bertelsmann India Investments, Fullerton Financial Holdings"
CRED,FinTech,215000000.0,Bangalore,2021,2018.0,"Dragoneer Investment Group, Tiger Global Management"
Karnival,SaaS startup,2500000.0,Bangalore,2021,2015.0,http://100x.vc/
PharmEasy,HealthTech,350000000.0,Mumbai,2021,2015.0,"TPG Growth, Caisse de Depot et Placement du Quebec"
WESS,Renewable Energy,2000000.0,Mumbai,2021,1989.0,Centrum Financial Services
ShopSe,FinTech,5500000.0,Mumbai,2021,2020.0,"Chiratae Ventures, BEENEXT"
Fantasy Akhada,Fantasy sports,600000.0,Gurugram,2021,2020.0,Harsha Bhogle
Rage Coffee,Food & Beverages,0.0,New Delhi,2021,2018.0,"GetVantage, Prakash Katama"
Groww,FinTech,83000000.0,Bangalore,2021,2017.0,"Tiger Global Management, Y Combinator Continuity Fund"
Avanti Finance,FinTech,26000000.0,Bangalore,2021,2016.0,Michael & Susan Dell Foundation
Kudos,FinTech,0.0,Pune,2021,2014.0,Marquee fintech founders
OfBusiness,FinTech,110000000.0,Gurugram,2021,2015.0,"Falcon Edge India, Norwest Venture Partners"
Superpro.ai,Video communication,3000000.0,Bangalore,2021,2019.0,"SOSV, Omphalos Ventures India"
ShareChat,Social Media,500000000.0,Bangalore,2021,2015.0,"Twitter Ventures, Pawan Munjal"
WiT-ACE,Skill development,1000000.0,Gurugram,2021,2020.0,CitiusTech
Spinny,Retail,65000000.0,Gurugram,2021,2015.0,"Arena Holdings, Think Investments"
Alteria Capital,FinTech,150000000000.0,Mumbai,2021,2018.0,Undisclosed
Safexpay,FinTech,6000000.0,Thane,2021,2017.0,"T Choithrams BVI, Ardor"
PumPumPum,Rental,700000.0,Gurugram,2021,2018.0,"Kogta Financial India Limited, ICICI Bank"
Speciale Invest,FinTech,10000000.0,Bangalore,2021,2017.0,Undisclosed
Eunimart,E-commerce,700000.0,Hyderabad,2021,2016.0,"SucSEED Venture Partners, TMT Connekt"
Meesho,E-commerce,300000000.0,Bangalore,2021,2015.0,"SAIF Partners, Venture Highway"
CareerLabs,EdTech,2200000.0,Bangalore,2021,2019.0,Global Founders Capital
Uable,EdTech,35000000.0,Bangalore,2021,2020.0,"JAFCO Asia, Chiratae Ventures"
Zoko,Tech Startup,140000000.0,Bangalore,2021,2016.0,Y Combinator
GetWork,Recruitment,200000.0,Gurugram,2021,2019.0,Artha Venture Fund
Easebuzz,E-commerce,4000000.0,Pune,2021,2015.0,"Jitendra Gupta, Amrish Rau"
Chingari,Social Media,13000000.0,Bangalore,2021,2018.0,"FJ Labs, Brian Norgard"
DusMinute,Retail,1100000.0,Bangalore,2021,2017.0,Indian Angel Network
Onsurity,HealthCare,0.0,Bangalore,2021,2020.0,"Jitendra Gupta, Harsh Shah"
Karbon Card,FinTech,0.0,Bangalore,2021,2019.0,Y Combinator
Factors.AI,SaaS startup,2000000.0,Bangalore,2021,2020.0,"Elevation Partners, Emergent Ventures"
Elevar,Sports,2000000.0,Mumbai,2021,2017.0,"Kalaari Capital, Dream Capital"
Studio Sirah,Computer Games,800000.0,Bangalore,2021,2020.0,Lumikai
OTO Capital,FinTech,6000000.0,Mumbai,2021,2018.0,Matrix Partners India
1Bridge,Consumer Goods,2500000.0,Bangalore,2021,2016.0,C4D Partners
Skeps,FinTech,9500000.0,Gurugram,2021,2018.0,Bertelsmann India
Curefoods,Food & Beverages,13000000.0,Bangalore,2021,2020.0,"Iron Pillar, Nordstar, Binny Bansal"
TartanSense,Information Technology,5000000.0,Bangalore,2021,2015.0,"FMC, Omnivore, Blume Ventures"
Bewakoof,Apparel & Fashion,8000000.0,Mumbai,2021,2012.0,InvestCorp
Kirana247,Logistics & Supply Chain,1000000.0,New Delhi,2021,2018.0,Undisclosed
NeoDocs,Healthtech,0.0,Mumbai,2021,2020.0,"Y Combinator, 9Unicorns, Titan Capital"
IsGoingOnline,Retail,200000.0,Cochin,2021,2015.0,"Unicorn India Ventures, SEA Fund, Devdatt Shah"
Camp K12,EdTech,12000000.0,Gurugram,2021,2010.0,"Matrix Partners India, Elevation Capital"
Elda Health,Healthcare,1500000.0,Bangalore,2021,2020.0,"Avaana Capital, Orios Ventures"
Sporjo,SportsTech,2000000.0,Mumbai,2021,2020.0,Punit Balan
Advantage Club,HRTech,1700000.0,Mumbai,2021,2014.0,"Y Combinator, Broom Ventures, Kunal Shah"
SuperGaming,Gaming,5500000.0,Pune,2021,2017.0,"Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures"
Ruptok,FinTech,1000000.0,New Delhi,2021,2020.0,Eclear Leasing
FanPlay,Computer Games,1200000.0,Computer Games,2021,2020.0,"Pritesh Kumar, Bharat Gupta"
O’ Be Cocktails,Wine & Spirits,400000.0,Bangalore,2021,2019.0,"First Cheque, Letsventure"
Zetwerk,Mechanical & Industrial Engineering,150000000.0,Bangalore,2021,2018.0,Undisclosed
AppsForBharat,Spiritual,4000000.0,Bangalore,2021,2020.0,"Sequoia Capital India, BEENEXT"
Imagimake,Consumer Goods,0.0,Mumbai,2021,2011.0,Velocity
Khatabook,Financial Services,100000000.0,Bangalore,2021,2018.0,"Tribe Capital, Moore Strategic Ventures (MSV)"
Smytten,Consumer Goods,6000000.0,Gurugram,2021,2015.0,Fireside Ventures
Syook,Industrial Automation,1000000.0,Bangalore,2021,2016.0,"Inflection Point Ventures, ONGC"
Akudo,FinTech,0.0,Bangalore,2021,2020.0,"Y Combinator, Incubate Fund India"
NOTO,Consumer Goods,500000.0,Mumbai,2021,2019.0,"Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures"
Lumiq,Information Technology,2000000.0,Noida,2021,2013.0,Info Edge Ventures
CommerceUp,Information Technology,0.0,Gurugram,2021,2018.0,NB Ventures
Breathe Well-being,Health,5500000.0,Gurugram,2021,2015.0,Accel
Hike,Information Technology,0.0,New Delhi,2021,2012.0,"Binny Bansal, Kunal Shah"
House of Kieraya,Lifestyle,15000000.0,Bangalore,2021,2013.0,TradeCred
goEgoNetwork,Automotive,2000000.0,Pune,2021,2019.0,Undisclosed
Probus,IoT,500000.0,New Delhi,2021,2017.0,Unicorn India Ventures
DrinkPrime,Consumer Goods,1000000.0,Bangalore,2021,2016.0,"UC Inclusive Credit, Western Capital"
Smart Express,Logistics,10000000.0,Mumbai,2021,2021.0,"IIFL India Private Equity Fund, Smiti Holding & Trading Company"
Smallcase,FinTech,40000000.0,Bangalore,2021,2015.0,Faering Capital
SATYA MicroCapital,Banking,10000000.0,New Delhi,2021,2017.0,"responsAbility Investments, Blue Orchard"
Snack Amor,Food & Beverages,0.0,Mumbai,2021,2014.0,"Sanchit Agarwal, Sujan Sinha, Michael Cooke"
Postman,Computer software,225000000.0,Bangalore,2021,2014.0,"CRV, Nexus Venture Partners"
Hashnode,Computer software,6700000.0,Bangalore,2021,2016.0,"Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge"
RACEnergy,Automotive,1300000.0,Hyderabad,2021,2018.0,"Micelio Fund, growX ventures"
BharatPe,FinTech,20000000.0,New Delhi,2021,2018.0,"IIFL Wealth, Asset Management, Northern Arc Capital"
Gyde,Computer software,250000.0,Pune,2021,2019.0,"Better Capital, Ashish Achrekar"
BatteryPool,Automotive,0.0,Pune,2021,2018.0,IAN
AgNext,AgriTech,21000000.0,Chandigarh,2021,2016.0,Alpha Wave Incubation
Xpresslane,Tech startup,400000.0,Bangalore,2021,2019.0,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies."
LoanKuber,Digital mortgage,1200000.0,New Delhi,2021,2016.0,Undisclosed
OYO,Hospitality,5000000.0,Gurugram,2021,2013.0,Microsoft
Rapido,Information Technology & Services,52000000.0,Bangalore,2021,2015.0,"Shell Ventures, Yamaha, Kunal Shah"
YPay,FinTech,400000.0,Noida,2021,2017.0,We Founder Circle
SleepyCat,Furniture,3800000.0,Mumbai,2021,2017.0,"Saama Capital, DSG Consumer Partners, Sharrp Ventures"
Ultrahuman,Healthcare,17500000.0,Bangalore,2021,2020.0,Tiger Global’s Scott Schleifer
UpScalio,E-commerce,42000000.0,Gurugram,2021,2021.0,Undisclosed
Yellow Class,EdTech,6000000.0,Gurugram,2021,2020.0,Elevation Capital
Yojak,B2B marketplace,3800000.0,Gurugram,2021,2019.0,Info Edge Ventures
CreatorStack,Computer software,2000000.0,Bangalore,2021,2019.0,Accel
Expertrons,EdTech,2300000.0,Mumbai,2021,2019.0,"Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels"
Rage Coffee,Food & Beverages,5000000.0,New Delhi,2021,2018.0,Sixth Sense Ventures
Klub,Financial Services,20000000.0,Bangalore,2021,2019.0,"9Unicorns, Sequoia Capital India’s Surge"
Navia Life Care,Healtcare,1000000.0,New Delhi,2021,2016.0,"Anicut Angel Fund, 9 Unicorns"
1K Kirana Bazaar,Retail,7000000.0,Gurugram,2021,2018.0,"Info Edge, FalconEdge"
Zupee,Gaming,30000000.0,Gurugram,2021,2018.0,"WestCap Group, Tomales Bay Capital"
Locale.ai,Location Analytics,1000000.0,Bangalore,2021,2019.0,"Chiratae Ventures, Better Capital"
VerSe Innovation,Media,450000000.0,Bangalore,2021,2018.0,"Siguler Guff, Baillie Gifford"
MetroRide,Transportation,0.0,Bangalore,2021,2020.0,Undisclosed
Miko,Consumer Electronics,28000000.0,Mumbai,2021,2015.0,"IIFL AMC, Mankind Pharma Family Office, Aroa Ventures"
Whiz League,EdTech,300000.0,New Delhi,2021,2020.0,ITI Growth Opportunities
Hash,Tobacco,3500000.0,New Delhi,2021,2020.0,Amrac Investment Trust
Unacademy,EdTech,0.0,Bangalore,2021,2015.0,Bhavin Turakhia
Log 9 Materials,Deeptech,8500000.0,Bangalore,2021,2014.0,Amara Raja Batteries
upGrad,EdTech,25000000.0,Mumbai,2021,2015.0,India Infoline Finance
FlashPrep,EdTech,500000.0,Bangalore,2021,2020.0,Venture Highway
Kenko Health,Insuretech,1700000.0,Mumbai,2021,2019.0,"BEENEXT, Orios"
Wiz Freight,Logistics & Supply Chain,3500000.0,Chennai,2021,2020.0,Axilor
Credgenics,Financial Services,25000000.0,New Delhi,2021,2018.0,"Westbridge Capital, Tanglin Venture Partners"
BlueLearn,EdTech,400000.0,Goa,2021,2020.0,"100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha"
NimbleBox.ai,MLOps platform,1000000.0,Chennai,2021,2018.0,Venture Catalysts
Pickrr,Logistics & Supply Chain,12000000.0,Gurugram,2021,2015.0,"IIFL, Amicus Capital, Ananta Capital"
Stellaris Venture Partners,Venture Capital,225000000.0,Bangalore,2021,2015.0,Undisclosed
Grip Invest,Financial Services,3000000.0,Gurugram,2021,2020.0,"Venture Highway, Endiya Partners"
Heads Up For Tails,Pet care,37000000.0,New Delhi,2021,2008.0,"Verlinvest, Sequoia Capital India"
Blue Tokai Coffee Roasters,Food & Beverages,2000000.0,New Delhi,2021,2012.0,Anicut Angel Fund
Neeman,Consumer Goods,2000000.0,Hyderabad,2021,2017.0,Sixth Sense Ventures
BharatPe,FinTech,370000000.0,New Delhi,2021,2018.0,Tiger Global
GoSats,FinTech,700000.0,Bangalore,2021,2020.0,"Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital"
StockGro,FinTech,5000000.0,Bangalore,2021,2020.0,"Roots Ventures, Velo Partners"
Onsurity,Healthcare,0.0,Bangalore,2021,2020.0,Nexus Venture Partners
Khabri,Media,2000000.0,Gurugram,2021,2017.0,Undisclosed
Celcius,Logistics,500000.0,Mumbai,2021,2020.0,"Mumbai Angels Network, Huddle, Lumis Partners"
AyuRythm,Healthcare,0.0,Bangalore,2021,2017.0,SucSEED Indovation Fund
Enguru,EdTech,0.0,Bangalore,2021,2014.0,"Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni"
Rocket Skills,EdTech,200000.0,Gurugram,2021,2020.0,"Better Capital, First Cheque, Titan Capital"
RenewBuy,FinTech,10000000.0,Gurugram,2021,2015.0,Evolvence Capital
Faarms,AgriTech,2000000.0,Bangalore,2021,2020.0,Undisclosed
UrbanMatrix Technologies,Drone,100000.0,Chennai,2021,2019.0,SARA ELGI
Jupiter,Banking,44000000.0,Mumbai,2021,2019.0,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India"
Pixuate,Deeptech,1000000.0,Bangalore,2021,2012.0,SucSEED Indovation Fund
Playo,SportsTech,500000.0,Bangalore,2021,2014.0,ah! Ventures High Tables
Toothsi,Health,20000000.0,Mumbai,2021,2018.0,"Eight Roads Ventures, Think Investments, Mankekar Family Office"
Soothe Healthcare,Consumer Goods,10000000.0,New Delhi,2021,2012.0,A91 Partners
Goodmeetings,Computer software,1700000.0,Bangalore,2021,2020.0,Chiratae Ventures
Apnaklub,Wholesale,3500000.0,Bangalore,2021,2020.0,Sequoia’s Surge
ChefKart,Consumer Goods,300000.0,Gurugram,2021,2020.0,"Lead Angels, Titan Capital, Pravega Ventures"
Fashinza,Apparel & Fashion,20000000.0,Gurugram,2021,2020.0,"Accel Partners, Elevation Capital"
